sales_id,date,dealer_id,model_id,units_sold,unit_price,gross_revenue,discount_pct,discount_amount,net_revenue,unit_cost,total_cost,profit,margin_pct
S17065,2025-02-04,D082,M06,6,45934.09,275604.54,0.0748,20615.22,254989.32,40140.85,240845.1,14144.22,0.0555
S17066,2025-02-04,D037,M04,3,45351.42,136054.26,0.068,9251.69,126802.57,31666.44,94999.32,31803.25,0.2508
S17067,2025-02-04,D007,M01,24,21073.44,505762.56,0.0607,30699.79,475062.77,15521.4,372513.6,102549.17,0.2159
S17068,2025-02-04,D032,M04,10,35501.46,355014.6,0.0963,34187.91,320826.69,25495.5,254955.0,65871.69,0.2053
S17069,2025-02-04,D022,M04,6,36393.86,218363.16,0.1047,22862.62,195500.54,26640.9,159845.4,35655.14,0.1824
S17070,2025-02-04,D060,M04,10,46192.07,461920.7,0.0344,15890.07,446030.63,31652.52,316525.2,129505.43,0.2904
S17071,2025-02-04,D029,M03,6,30291.54,181749.24,0.0353,6415.75,175333.49,20794.56,124767.36,50566.13,0.2884
S17072,2025-02-04,D077,M02,21,21286.44,447015.24,0.0841,37593.98,409421.26,16539.63,347332.23,62089.03,0.1517
S17073,2025-02-04,D088,M03,15,30588.07,458821.05,0.0294,13489.34,445331.71,22424.67,336370.05,108961.66,0.2447
S17074,2025-02-04,D081,M04,16,36247.14,579954.24,0.0095,5509.57,574444.67,25002.18,400034.88,174409.79,0.3036
S17075,2025-02-04,D084,M04,9,40178.09,361602.81,0.0245,8859.27,352743.54,27397.0,246573.0,106170.54,0.301
S17076,2025-02-04,D058,M05,4,27749.46,110997.84,0.0571,6337.98,104659.86,20881.89,83527.56,21132.3,0.2019
S17077,2025-02-04,D079,M07,3,64214.91,192644.73,0.0122,2350.27,190294.46,43895.93,131687.79,58606.67,0.308
S17078,2025-02-04,D003,M04,7,38972.79,272809.53,0.1288,35137.87,237671.66,27829.9,194809.3,42862.36,0.1803
S17079,2025-02-04,D081,M04,9,34811.46,313303.14,0.0292,9148.45,304154.69,23799.99,214199.91,89954.78,0.2958
S17080,2025-02-04,D060,M07,5,74264.17,371320.85,0.0229,8503.25,362817.6,48597.04,242985.2,119832.4,0.3303
S17081,2025-02-04,D059,M06,4,56864.79,227459.16,0.0212,4822.13,222637.03,45919.41,183677.64,38959.39,0.175
S17082,2025-02-04,D006,M04,3,39882.7,119648.1,0.1527,18270.26,101377.84,28699.39,86098.17,15279.67,0.1507
S17083,2025-02-04,D012,M02,5,24834.81,124174.05,0.0646,8021.64,116152.41,18700.29,93501.45,22650.96,0.195
S17084,2025-02-04,D026,M01,7,21864.81,153053.67,0.195,29845.47,123208.2,16472.39,115306.73,7901.47,0.0641
S17085,2025-02-04,D002,M05,7,28543.6,199805.2,0.0849,16963.46,182841.74,21637.52,151462.64,31379.1,0.1716
S17086,2025-02-04,D028,M02,25,21562.33,539058.25,0.0553,29809.92,509248.33,16042.36,401059.0,108189.33,0.2124
S17087,2025-02-04,D058,M01,19,20211.35,384015.65,0.037,14208.58,369807.07,14701.66,279331.54,90475.53,0.2447
S17088,2025-02-04,D030,M04,8,38316.14,306529.12,0.0713,21855.53,284673.59,27361.14,218889.12,65784.47,0.2311
S17089,2025-02-04,D090,M05,8,26692.05,213536.4,0.0654,13965.28,199571.12,20657.48,165259.84,34311.28,0.1719
S17090,2025-02-04,D088,M07,4,57411.63,229646.52,0.0108,2480.18,227166.34,39050.06,156200.24,70966.1,0.3124
S17091,2025-02-04,D074,M03,19,27930.33,530676.27,0.062,32901.93,497774.34,19861.28,377364.32,120410.02,0.2419
S17092,2025-02-04,D041,M07,2,76714.42,153428.84,0.0339,5201.24,148227.6,53027.57,106055.14,42172.46,0.2845
S17093,2025-02-04,D081,M06,8,43391.3,347130.4,0.0225,7810.43,339319.97,36511.33,292090.64,47229.33,0.1392
S17094,2025-02-04,D022,M07,3,62914.48,188743.44,0.0906,17100.16,171643.28,39971.45,119914.35,51728.93,0.3014
S17095,2025-02-04,D075,M04,14,36310.64,508348.96,0.0707,35940.27,472408.69,26732.81,374259.34,98149.35,0.2078
S17096,2025-02-04,D065,M04,4,36506.28,146025.12,0.0704,10280.17,135744.95,25725.97,102903.88,32841.07,0.2419
S17097,2025-02-04,D090,M04,11,34985.53,384840.83,0.0423,16278.77,368562.06,24922.65,274149.15,94412.91,0.2562
S17098,2025-02-04,D091,M05,4,26941.22,107764.88,0.0305,3286.83,104478.05,20254.67,81018.68,23459.37,0.2245
S17099,2025-02-04,D024,M05,5,27606.44,138032.2,0.0467,6446.1,131586.1,21003.34,105016.7,26569.4,0.2019
S17100,2025-02-04,D028,M03,9,33658.01,302922.09,0.0218,6603.7,296318.39,23383.15,210448.35,85870.04,0.2898
S17101,2025-02-04,D086,M02,19,21361.25,405863.75,0.1736,70457.95,335405.8,15970.93,303447.67,31958.13,0.0953
S17102,2025-02-04,D050,M01,18,20486.27,368752.86,0.0813,29979.61,338773.25,15399.66,277193.88,61579.37,0.1818
S17103,2025-02-04,D035,M05,4,25312.64,101250.56,0.1666,16868.34,84382.22,19940.35,79761.4,4620.82,0.0548
S17104,2025-02-04,D068,M06,4,42012.85,168051.4,0.0055,924.28,167127.12,34273.85,137095.4,30031.72,0.1797
S17105,2025-02-04,D091,M01,13,19125.76,248634.88,0.0442,10989.66,237645.22,14104.34,183356.42,54288.8,0.2284
S17106,2025-02-04,D012,M04,9,44524.81,400723.29,0.0686,27489.62,373233.67,30688.47,276196.23,97037.44,0.26
S17107,2025-02-04,D070,M05,4,26386.0,105544.0,0.0726,7662.49,97881.51,20598.04,82392.16,15489.35,0.1582
S17108,2025-02-04,D086,M03,9,28931.21,260380.89,0.1428,37182.39,223198.5,20964.3,188678.7,34519.8,0.1547
S17109,2025-02-04,D048,M07,4,69304.52,277218.08,0.0345,9564.02,267654.06,44921.46,179685.84,87968.22,0.3287
S17110,2025-02-04,D022,M02,5,22478.51,112392.55,0.1379,15498.93,96893.62,16793.68,83968.4,12925.22,0.1334
S17111,2025-02-04,D031,M05,5,26524.2,132621.0,0.0206,2731.99,129889.01,21181.43,105907.15,23981.86,0.1846
S17112,2025-02-04,D079,M06,6,43062.58,258375.48,0.0222,5735.94,252639.54,36441.19,218647.14,33992.4,0.1345
S17113,2025-02-05,D068,M04,9,41884.07,376956.63,0.014,5277.39,371679.24,30970.59,278735.31,92943.93,0.2501
S17114,2025-02-05,D004,M02,17,23391.07,397648.19,0.0721,28670.43,368977.76,17793.06,302482.02,66495.74,0.1802
S17115,2025-02-05,D026,M04,12,38932.28,467187.36,0.1681,78534.2,388653.16,28628.62,343543.44,45109.72,0.1161
S17116,2025-02-05,D093,M01,3,20439.81,61319.43,0.019,1165.07,60154.36,15018.53,45055.59,15098.77,0.251
S17117,2025-02-05,D056,M04,4,47406.69,189626.76,0.0997,18905.79,170720.97,32749.98,130999.92,39721.05,0.2327
S17118,2025-02-05,D041,M06,4,51393.0,205572.0,0.0214,4399.24,201172.76,43383.23,173532.92,27639.84,0.1374
S17119,2025-02-05,D069,M03,8,29475.46,235803.68,0.0141,3324.83,232478.85,20852.44,166819.52,65659.33,0.2824
S17120,2025-02-05,D071,M01,4,20035.2,80140.8,0.015,1202.11,78938.69,14941.07,59764.28,19174.41,0.2429
S17121,2025-02-05,D060,M02,9,23843.54,214591.86,0.0562,12060.06,202531.8,18163.95,163475.55,39056.25,0.1928
S17122,2025-02-05,D088,M07,1,62080.79,62080.79,0.0078,484.23,61596.56,40452.38,40452.38,21144.18,0.3433
S17123,2025-02-05,D051,M03,15,32513.03,487695.45,0.0,0.0,487695.45,23229.86,348447.9,139247.55,0.2855
S17124,2025-02-05,D011,M01,26,19715.3,512597.8,0.087,44596.01,468001.79,14687.72,381880.72,86121.07,0.184
S17125,2025-02-05,D049,M06,6,58168.91,349013.46,0.0748,26106.21,322907.25,48579.57,291477.42,31429.83,0.0973
S17126,2025-02-05,D100,M07,2,65773.98,131547.96,0.0,0.0,131547.96,41660.98,83321.96,48226.0,0.3666
S17127,2025-02-05,D086,M07,6,65622.55,393735.3,0.086,33861.24,359874.06,43649.99,261899.94,97974.12,0.2722
S17128,2025-02-05,D027,M02,25,24118.08,602952.0,0.0948,57159.85,545792.15,18578.44,464461.0,81331.15,0.149
S17129,2025-02-05,D032,M01,10,21559.56,215595.6,0.0707,15242.61,200352.99,16476.85,164768.5,35584.49,0.1776
S17130,2025-02-05,D097,M07,1,55151.75,55151.75,0.0207,1141.64,54010.11,34289.43,34289.43,19720.68,0.3651
S17131,2025-02-05,D053,M06,4,50330.95,201323.8,0.0322,6482.63,194841.17,43555.87,174223.48,20617.69,0.1058
S17132,2025-02-05,D009,M05,9,26927.42,242346.78,0.1204,29178.55,213168.23,20652.87,185875.83,27292.4,0.128
S17133,2025-02-05,D080,M05,10,28345.64,283456.4,0.0709,20097.06,263359.34,21992.0,219920.0,43439.34,0.1649
S17134,2025-02-05,D088,M05,10,24957.62,249576.2,0.0372,9284.23,240291.97,19755.82,197558.2,42733.77,0.1778
S17135,2025-02-05,D035,M06,1,53531.63,53531.63,0.0804,4303.94,49227.69,45832.37,45832.37,3395.32,0.069
S17136,2025-02-05,D026,M03,4,31044.56,124178.24,0.1049,13026.3,111151.94,21557.6,86230.4,24921.54,0.2242
S17137,2025-02-05,D036,M04,13,39763.07,516919.91,0.1262,65235.29,451684.62,29123.73,378608.49,73076.13,0.1618
S17138,2025-02-05,D043,M07,5,64516.63,322583.15,0.0088,2838.73,319744.42,40768.05,203840.25,115904.17,0.3625
S17139,2025-02-05,D078,M03,10,30884.87,308848.7,0.1273,39316.44,269532.26,21366.17,213661.7,55870.56,0.2073
S17140,2025-02-05,D041,M02,5,23092.28,115461.4,0.0616,7112.42,108348.98,16711.13,83555.65,24793.33,0.2288
S17141,2025-02-05,D053,M04,7,40883.62,286185.34,0.0253,7240.49,278944.85,27839.74,194878.18,84066.67,0.3014
S17142,2025-02-05,D039,M03,6,33692.6,202155.6,0.0311,6287.04,195868.56,23655.28,141931.68,53936.88,0.2754
S17143,2025-02-05,D043,M06,4,46269.24,185076.96,0.0312,5774.4,179302.56,39387.77,157551.08,21751.48,0.1213
S17144,2025-02-05,D003,M04,12,43251.53,519018.36,0.1018,52836.07,466182.29,30615.18,367382.16,98800.13,0.2119
S17145,2025-02-05,D070,M02,18,20466.25,368392.5,0.0574,21145.73,347246.77,15050.8,270914.4,76332.37,0.2198
S17146,2025-02-05,D095,M01,5,19946.78,99733.9,0.1353,13494.0,86239.9,15305.72,76528.6,9711.3,0.1126
S17147,2025-02-05,D074,M03,10,27921.31,279213.1,0.0523,14602.85,264610.25,19231.34,192313.4,72296.85,0.2732
S17148,2025-02-05,D022,M06,6,45030.33,270181.98,0.0924,24964.81,245217.17,36955.96,221735.76,23481.41,0.0958
S17149,2025-02-05,D057,M06,4,50094.75,200379.0,0.0037,741.4,199637.6,43867.48,175469.92,24167.68,0.1211
S17150,2025-02-05,D065,M03,9,34783.79,313054.11,0.0659,20630.27,292423.84,24047.13,216424.17,75999.67,0.2599
S17151,2025-02-05,D068,M05,1,28891.3,28891.3,0.0362,1045.87,27845.43,22153.27,22153.27,5692.16,0.2044
S17152,2025-02-05,D095,M07,2,70518.98,141037.96,0.0633,8927.7,132110.26,48084.09,96168.18,35942.08,0.2721
S17153,2025-02-05,D017,M01,26,21816.25,567222.5,0.1802,102213.49,465009.01,16404.58,426519.08,38489.93,0.0828
S17154,2025-02-05,D044,M02,21,25733.09,540394.89,0.0273,14752.78,525642.11,19223.37,403690.77,121951.34,0.232
S17155,2025-02-05,D049,M04,8,42898.05,343184.4,0.1142,39191.66,303992.74,30838.9,246711.2,57281.54,0.1884
S17156,2025-02-05,D070,M06,3,45493.12,136479.36,0.0419,5718.49,130760.87,38090.78,114272.34,16488.53,0.1261
S17157,2025-02-05,D079,M07,1,56562.03,56562.03,0.0143,808.84,55753.19,37589.73,37589.73,18163.46,0.3258
S17158,2025-02-05,D094,M06,2,49746.51,99493.02,0.043,4278.2,95214.82,41651.1,83302.2,11912.62,0.1251
S17159,2025-02-05,D019,M01,6,21427.06,128562.36,0.1157,14874.67,113687.69,15700.47,94202.82,19484.87,0.1714
S17160,2025-02-05,D029,M07,4,61701.93,246807.72,0.0313,7725.08,239082.64,40276.22,161104.88,77977.76,0.3262
S17161,2025-02-05,D068,M03,5,30171.25,150856.25,0.0034,512.91,150343.34,21876.43,109382.15,40961.19,0.2725
S17162,2025-02-05,D031,M03,14,32615.96,456623.44,0.0454,20730.7,435892.74,23691.88,331686.32,104206.42,0.2391
S17163,2025-02-05,D076,M02,6,22442.8,134656.8,0.001,134.66,134522.14,17042.94,102257.64,32264.5,0.2398
S17164,2025-02-05,D049,M05,4,31226.82,124907.28,0.1125,14052.07,110855.21,23654.75,94619.0,16236.21,0.1465
S17165,2025-02-05,D020,M03,5,30220.64,151103.2,0.0317,4789.97,146313.23,21347.22,106736.1,39577.13,0.2705
S17166,2025-02-05,D052,M03,13,32228.6,418971.8,0.0294,12317.77,406654.03,23397.22,304163.86,102490.17,0.252
S17167,2025-02-05,D014,M07,3,60901.6,182704.8,0.0409,7472.63,175232.17,41069.95,123209.85,52022.32,0.2969
S17168,2025-02-05,D059,M04,5,40711.62,203558.1,0.024,4885.39,198672.71,28381.08,141905.4,56767.31,0.2857
S17169,2025-02-05,D064,M07,3,56058.27,168174.81,0.022,3699.85,164474.96,35517.26,106551.78,57923.18,0.3522
S17170,2025-02-05,D035,M05,6,31716.49,190298.94,0.1604,30523.95,159774.99,24055.31,144331.86,15443.13,0.0967
S17171,2025-02-05,D066,M04,6,36951.14,221706.84,0.0688,15253.43,206453.41,27203.79,163222.74,43230.67,0.2094
S17172,2025-02-05,D021,M01,21,18838.91,395617.11,0.1695,67057.1,328560.01,14395.37,302302.77,26257.24,0.0799
S17173,2025-02-05,D013,M06,4,47720.3,190881.2,0.0324,6184.55,184696.65,38611.13,154444.52,30252.13,0.1638
S17174,2025-02-05,D096,M05,3,25054.98,75164.94,0.0699,5254.03,69910.91,19374.13,58122.39,11788.52,0.1686
S17175,2025-02-05,D033,M03,8,33604.53,268836.24,0.0777,20888.58,247947.66,23901.85,191214.8,56732.86,0.2288
S17176,2025-02-05,D012,M04,7,43130.44,301913.08,0.0924,27896.77,274016.31,29742.37,208196.59,65819.72,0.2402
S17177,2025-02-05,D036,M07,5,77632.95,388164.75,0.0594,23056.99,365107.76,53059.09,265295.45,99812.31,0.2734
S17178,2025-02-05,D080,M07,1,54003.49,54003.49,0.0375,2025.13,51978.36,34484.69,34484.69,17493.67,0.3366
S17179,2025-02-05,D033,M03,15,31954.33,479314.95,0.0761,36475.87,442839.08,22775.75,341636.25,101202.83,0.2285
S17180,2025-02-05,D079,M07,3,55582.87,166748.61,0.0051,850.42,165898.19,36758.89,110276.67,55621.52,0.3353
S17181,2025-02-05,D082,M05,10,27369.92,273699.2,0.1118,30599.57,243099.63,21645.05,216450.5,26649.13,0.1096
S17182,2025-02-05,D076,M04,14,37714.43,528002.02,0.0167,8817.63,519184.39,25706.91,359896.74,159287.65,0.3068
S17183,2025-02-06,D084,M04,15,37022.97,555344.55,0.0378,20992.02,534352.53,25820.51,387307.65,147044.88,0.2752
S17184,2025-02-06,D028,M02,18,20814.14,374654.52,0.0294,11014.84,363639.68,15901.41,286225.38,77414.3,0.2129
S17185,2025-02-06,D023,M07,1,70117.0,70117.0,0.0387,2713.53,67403.47,47739.38,47739.38,19664.09,0.2917
S17186,2025-02-06,D098,M04,3,39378.17,118134.51,0.1169,13809.92,104324.59,28187.71,84563.13,19761.46,0.1894
S17187,2025-02-06,D061,M06,4,43562.87,174251.48,0.0005,87.13,174164.35,37947.72,151790.88,22373.47,0.1285
S17188,2025-02-06,D071,M05,7,27522.79,192659.53,0.013,2504.57,190154.96,21559.61,150917.27,39237.69,0.2063
S17189,2025-02-06,D020,M03,16,28299.5,452792.0,0.0402,18202.24,434589.76,20712.69,331403.04,103186.72,0.2374
S17190,2025-02-06,D062,M02,5,20434.24,102171.2,0.0866,8848.03,93323.17,15071.6,75358.0,17965.17,0.1925
S17191,2025-02-06,D046,M05,7,31018.89,217132.23,0.0646,14026.74,203105.49,23343.36,163403.52,39701.97,0.1955
S17192,2025-02-06,D007,M02,14,23359.77,327036.78,0.0994,32507.46,294529.32,18121.51,253701.14,40828.18,0.1386
S17193,2025-02-06,D020,M01,15,21862.91,327943.65,0.0448,14691.88,313251.77,16433.44,246501.6,66750.17,0.2131
S17194,2025-02-06,D071,M03,6,30069.91,180419.46,0.0274,4943.49,175475.97,20536.47,123218.82,52257.15,0.2978
S17195,2025-02-06,D007,M06,1,50039.44,50039.44,0.0663,3317.61,46721.83,42104.96,42104.96,4616.87,0.0988
S17196,2025-02-06,D065,M03,9,28106.92,252962.28,0.0422,10675.01,242287.27,19346.22,174115.98,68171.29,0.2814
S17197,2025-02-06,D033,M01,13,18089.38,235161.94,0.0828,19471.41,215690.53,13994.87,181933.31,33757.22,0.1565
S17198,2025-02-06,D020,M01,10,20113.46,201134.6,0.0371,7462.09,193672.51,15096.82,150968.2,42704.31,0.2205
S17199,2025-02-06,D034,M04,7,44366.74,310567.18,0.0455,14130.81,296436.37,31875.58,223129.06,73307.31,0.2473
S17200,2025-02-06,D068,M01,10,19722.93,197229.3,0.0403,7948.34,189280.96,15228.86,152288.6,36992.36,0.1954
S17201,2025-02-06,D096,M04,4,40127.17,160508.68,0.0213,3418.83,157089.85,27679.02,110716.08,46373.77,0.2952
S17202,2025-02-06,D003,M02,26,22055.44,573441.44,0.1528,87621.85,485819.59,17163.5,446251.0,39568.59,0.0814
S17203,2025-02-06,D093,M02,4,23806.41,95225.64,0.0141,1342.68,93882.96,17753.84,71015.36,22867.6,0.2436
S17204,2025-02-06,D069,M07,1,55157.47,55157.47,0.007,386.1,54771.37,35234.48,35234.48,19536.89,0.3567
S17205,2025-02-06,D080,M01,6,19771.42,118628.52,0.0636,7544.77,111083.75,15311.89,91871.34,19212.41,0.173
S17206,2025-02-06,D068,M02,5,21460.36,107301.8,0.0142,1523.69,105778.11,16519.24,82596.2,23181.91,0.2192
S17207,2025-02-06,D038,M03,16,30951.07,495217.12,0.0553,27385.51,467831.61,21266.09,340257.44,127574.17,0.2727
S17208,2025-02-06,D073,M07,6,57065.11,342390.66,0.0441,15099.43,327291.23,38234.8,229408.8,97882.43,0.2991
S17209,2025-02-06,D084,M05,3,26726.89,80180.67,0.024,1924.34,78256.33,21187.76,63563.28,14693.05,0.1878
S17210,2025-02-06,D092,M03,4,32030.72,128122.88,0.0509,6521.45,121601.43,22400.41,89601.64,31999.79,0.2632
S17211,2025-02-06,D008,M07,5,55358.76,276793.8,0.0387,10711.92,266081.88,37281.45,186407.25,79674.63,0.2994
S17212,2025-02-06,D032,M03,14,28315.66,396419.24,0.094,37263.41,359155.83,19411.22,271757.08,87398.75,0.2433
S17213,2025-02-06,D036,M05,10,29147.35,291473.5,0.0746,21743.92,269729.58,22709.65,227096.5,42633.08,0.1581
S17214,2025-02-06,D040,M05,2,31402.34,62804.68,0.0507,3184.2,59620.48,24376.42,48752.84,10867.64,0.1823
S17215,2025-02-06,D075,M01,11,18262.58,200888.38,0.0721,14484.05,186404.33,13643.13,150074.43,36329.9,0.1949
S17216,2025-02-06,D023,M06,1,51479.84,51479.84,0.0254,1307.59,50172.25,41339.95,41339.95,8832.3,0.176
S17217,2025-02-06,D032,M07,5,57267.87,286339.35,0.0414,11854.45,274484.9,37893.5,189467.5,85017.4,0.3097
S17218,2025-02-06,D073,M07,6,52304.65,313827.9,0.0237,7437.72,306390.18,33676.88,202061.28,104328.9,0.3405
S17219,2025-02-06,D063,M07,2,68845.01,137690.02,0.0434,5975.75,131714.27,47148.03,94296.06,37418.21,0.2841
S17220,2025-02-06,D055,M06,4,52339.15,209356.6,0.0045,942.1,208414.5,44487.31,177949.24,30465.26,0.1462
S17221,2025-02-06,D084,M03,6,31779.43,190676.58,0.0032,610.17,190066.41,22386.04,134316.24,55750.17,0.2933
S17222,2025-02-06,D096,M01,12,19648.43,235781.16,0.0439,10350.79,225430.37,14208.35,170500.2,54930.17,0.2437
S17223,2025-02-07,D026,M05,7,28463.22,199242.54,0.1588,31639.72,167602.82,21801.57,152610.99,14991.83,0.0894
S17224,2025-02-07,D049,M04,7,39445.4,276117.8,0.0971,26811.04,249306.76,28430.26,199011.82,50294.94,0.2017
S17225,2025-02-07,D097,M07,1,68474.5,68474.5,0.0311,2129.56,66344.94,44406.7,44406.7,21938.24,0.3307
S17226,2025-02-07,D027,M04,13,39980.16,519742.08,0.0666,34614.82,485127.26,27498.94,357486.22,127641.04,0.2631
S17227,2025-02-07,D037,M01,12,22711.73,272540.76,0.0809,22048.55,250492.21,16962.75,203553.0,46939.21,0.1874
S17228,2025-02-07,D050,M07,2,76609.62,153219.24,0.0248,3799.84,149419.4,47529.44,95058.88,54360.52,0.3638
S17229,2025-02-07,D048,M03,15,35507.42,532611.3,0.0629,33501.25,499110.05,25400.4,381006.0,118104.05,0.2366
S17230,2025-02-07,D066,M01,10,18160.67,181606.7,0.0844,15327.61,166279.09,14044.05,140440.5,25838.59,0.1554
S17231,2025-02-07,D009,M03,8,28529.09,228232.72,0.1665,38000.75,190231.97,19618.64,156949.12,33282.85,0.175
S17232,2025-02-07,D001,M03,7,33984.32,237890.24,0.1586,37729.39,200160.85,24145.09,169015.63,31145.22,0.1556
S17233,2025-02-07,D047,M06,4,46954.03,187816.12,0.0255,4789.31,183026.81,37574.31,150297.24,32729.57,0.1788
S17234,2025-02-07,D063,M06,4,52404.12,209616.48,0.0341,7147.92,202468.56,44862.14,179448.56,23020.0,0.1137
S17235,2025-02-07,D010,M07,4,63999.43,255997.72,0.0311,7961.53,248036.19,44537.52,178150.08,69886.11,0.2818
S17236,2025-02-07,D088,M07,3,58904.45,176713.35,0.0042,742.2,175971.15,38431.41,115294.23,60676.92,0.3448
S17237,2025-02-07,D014,M04,9,36677.93,330101.37,0.0677,22347.86,307753.51,26229.32,236063.88,71689.63,0.2329
S17238,2025-02-07,D063,M07,2,58141.25,116282.5,0.0468,5442.02,110840.48,40122.05,80244.1,30596.38,0.276
S17239,2025-02-07,D033,M03,10,32762.98,327629.8,0.0723,23687.63,303942.17,23278.4,232784.0,71158.17,0.2341
S17240,2025-02-07,D037,M03,8,31607.14,252857.12,0.0608,15373.71,237483.41,22050.6,176404.8,61078.61,0.2572
S17241,2025-02-07,D006,M03,15,32710.67,490660.05,0.1558,76444.84,414215.21,23430.0,351450.0,62765.21,0.1515
S17242,2025-02-07,D097,M04,4,41701.96,166807.84,0.0525,8757.41,158050.43,29380.72,117522.88,40527.55,0.2564
S17243,2025-02-07,D045,M07,5,60387.48,301937.4,0.0062,1872.01,300065.39,41468.92,207344.6,92720.79,0.309
S17244,2025-02-07,D067,M03,7,29372.02,205604.14,0.1495,30737.82,174866.32,20741.22,145188.54,29677.78,0.1697
S17245,2025-02-07,D045,M07,5,62573.26,312866.3,0.0013,406.73,312459.57,43052.69,215263.45,97196.12,0.3111
S17246,2025-02-07,D012,M04,7,41028.93,287202.51,0.0583,16743.91,270458.6,28612.3,200286.1,70172.5,0.2595
S17247,2025-02-07,D082,M03,11,29611.69,325728.59,0.1497,48761.57,276967.02,20994.79,230942.69,46024.33,0.1662
S17248,2025-02-07,D043,M04,4,43384.09,173536.36,0.0579,10047.76,163488.6,30499.97,121999.88,41488.72,0.2538
S17249,2025-02-07,D026,M05,5,26819.92,134099.6,0.1622,21750.96,112348.64,21283.5,106417.5,5931.14,0.0528
S17250,2025-02-07,D001,M06,6,43731.03,262386.18,0.0692,18157.12,244229.06,37328.55,223971.3,20257.76,0.0829
S17251,2025-02-07,D004,M02,21,23724.46,498213.66,0.0641,31935.5,466278.16,18074.38,379561.98,86716.18,0.186
S17252,2025-02-07,D078,M03,19,28429.57,540161.83,0.0821,44347.29,495814.54,19599.16,372384.04,123430.5,0.2489
S17253,2025-02-07,D045,M04,4,47851.72,191406.88,0.0004,76.56,191330.32,34361.17,137444.68,53885.64,0.2816
S17254,2025-02-07,D062,M03,3,33817.79,101453.37,0.0324,3287.09,98166.28,24895.07,74685.21,23481.07,0.2392
S17255,2025-02-07,D085,M07,5,57261.03,286305.15,0.025,7157.63,279147.52,37289.93,186449.65,92697.87,0.3321
S17256,2025-02-07,D051,M01,5,23407.54,117037.7,0.0108,1264.01,115773.69,17511.62,87558.1,28215.59,0.2437
S17257,2025-02-07,D079,M03,6,26620.57,159723.42,0.0296,4727.81,154995.61,19207.88,115247.28,39748.33,0.2564
S17258,2025-02-07,D024,M06,6,53242.53,319455.18,0.0288,9200.31,310254.87,45938.76,275632.56,34622.31,0.1116
S17259,2025-02-07,D017,M06,1,45003.2,45003.2,0.0838,3771.27,41231.93,38004.11,38004.11,3227.82,0.0783
S17260,2025-02-07,D037,M05,6,33706.14,202236.84,0.044,8898.42,193338.42,26249.41,157496.46,35841.96,0.1854
S17261,2025-02-07,D033,M01,19,18457.57,350693.83,0.0872,30580.5,320113.33,13357.07,253784.33,66329.0,0.2072
S17262,2025-02-07,D015,M02,5,20097.53,100487.65,0.07,7034.14,93453.51,15374.04,76870.2,16583.31,0.1774
S17263,2025-02-07,D050,M06,4,46554.46,186217.84,0.0299,5567.91,180649.93,39475.25,157901.0,22748.93,0.1259
S17264,2025-02-10,D022,M02,26,24662.83,641233.58,0.1517,97275.13,543958.45,17931.24,466212.24,77746.21,0.1429
S17265,2025-02-10,D063,M07,3,59416.28,178248.84,0.0243,4331.45,173917.39,41220.56,123661.68,50255.71,0.289
S17266,2025-02-10,D029,M06,1,44786.99,44786.99,0.0225,1007.71,43779.28,38398.72,38398.72,5380.56,0.1229
S17267,2025-02-10,D006,M02,13,24073.63,312957.19,0.1439,45034.54,267922.65,17527.05,227851.65,40071.0,0.1496
S17268,2025-02-10,D045,M05,10,30575.41,305754.1,0.0202,6176.23,299577.87,23168.06,231680.6,67897.27,0.2266
S17269,2025-02-10,D071,M07,3,63223.98,189671.94,0.0075,1422.54,188249.4,41588.88,124766.64,63482.76,0.3372
S17270,2025-02-10,D008,M02,12,24046.37,288556.44,0.092,26547.19,262009.25,17700.05,212400.6,49608.65,0.1893
S17271,2025-02-10,D015,M02,7,20186.68,141306.76,0.0966,13650.23,127656.53,15018.63,105130.41,22526.12,0.1765
S17272,2025-02-10,D044,M05,10,30906.53,309065.3,0.0,0.0,309065.3,24329.79,243297.9,65767.4,0.2128
S17273,2025-02-10,D094,M07,1,62930.77,62930.77,0.0781,4914.89,58015.88,40804.14,40804.14,17211.74,0.2967
S17274,2025-02-10,D020,M02,17,24319.92,413438.64,0.0634,26212.01,387226.63,18018.37,306312.29,80914.34,0.209
S17275,2025-02-10,D045,M01,8,22609.98,180879.84,0.0171,3093.05,177786.79,17538.97,140311.76,37475.03,0.2108
S17276,2025-02-10,D064,M06,1,46289.43,46289.43,0.0196,907.27,45382.16,39599.94,39599.94,5782.22,0.1274
S17277,2025-02-10,D054,M04,16,41646.43,666342.88,0.0465,30984.94,635357.94,29205.14,467282.24,168075.7,0.2645
S17278,2025-02-10,D030,M03,15,30662.4,459936.0,0.0766,35231.1,424704.9,22593.61,338904.15,85800.75,0.202
S17279,2025-02-10,D038,M01,7,21961.19,153728.33,0.0327,5026.92,148701.41,16959.54,118716.78,29984.63,0.2016
S17280,2025-02-10,D052,M05,10,33834.9,338349.0,0.0,0.0,338349.0,25378.4,253784.0,84565.0,0.2499
S17281,2025-02-10,D043,M05,2,29672.93,59345.86,0.0336,1994.02,57351.84,22507.83,45015.66,12336.18,0.2151
S17282,2025-02-10,D032,M03,5,30061.64,150308.2,0.0511,7680.75,142627.45,21207.51,106037.55,36589.9,0.2565
